question_id,temporal_distance,recency_score,subject_fact_count,overlap_count,subject_fact_density,domain,task_family,as_of_day,subject
q1797,44,0.7457627118644068,21,39,0.525,medium,DecayTrap,16,mdl_14
q1797,10,0.1694915254237288,8,9,0.8,medium,OverlapQuery,50,api6
q1798,60,1.0,15,59,0.25,slow,CausalQuery,0,hardware_4
q1798,1,0.016949152542372836,15,39,0.375,slow,CurrentQuery,59,hardware_12
q1798,2,0.03389830508474578,8,29,0.26666666666666666,slow,CurrentQuery,58,spec_9
q1798,57,0.9661016949152542,44,19,2.2,fast,OverlapQuery,3,sts1
q1799,60,1.0,27,79,0.3375,medium,CausalQuery,0,model_12
q1799,60,1.0,45,79,0.5625,fast,ChangeDetection,0,docs_2
q1799,51,0.864406779661017,50,69,0.7142857142857143,fast,DecayTrap,9,sts_3
q1799,0,0.0,44,19,2.2,fast,PastQueryTrap,60,sts7
q18,38,0.6440677966101696,35,69,0.5,fast,AsOfQA,22,incident_23
q18,25,0.423728813559322,41,79,0.5125,fast,PastQueryTrap,35,incident_15
q18,0,0.0,48,69,0.6857142857142857,fast,CurrentQuery,60,inc_18
q18,57,0.9661016949152542,6,9,0.6,slow,OverlapQuery,3,hw4
q180,32,0.5423728813559322,35,69,0.5,fast,AsOfQA,28,docs_1
q180,52,0.8813559322033898,6,39,0.15,slow,PastQueryTrap,8,spec_15
q180,22,0.3728813559322034,43,19,2.15,fast,PastQueryTrap,38,sts2
q1800,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1800,60,1.0,11,39,0.275,slow,ChangeDetection,0,hardware_6
q1800,52,0.8813559322033898,15,39,0.375,medium,DecayTrap,8,api_5
q1800,22,0.3728813559322034,44,19,2.2,fast,OverlapQuery,38,sts5
q1801,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1801,3,0.05084745762711862,16,39,0.4,slow,CurrentQuery,57,spec_5
q1801,0,0.0,52,69,0.7428571428571429,fast,CurrentQuery,60,sts_21
q1801,4,0.06779661016949157,15,9,1.5,medium,OverlapQuery,56,api1
q1802,60,1.0,19,79,0.2375,medium,CausalQuery,0,model_17
q1802,60,1.0,37,79,0.4625,fast,ChangeDetection,0,incident_23
q1802,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,inc_9
q1802,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1803,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1803,16,0.27118644067796616,20,39,0.5,slow,PastQueryTrap,44,hardware_5
q1803,54,0.9152542372881356,12,29,0.4,slow,OverlapTrap,6,hw_12
q1803,51,0.864406779661017,7,9,0.7,slow,OverlapQuery,9,hw8
q1804,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1804,0,0.0,38,79,0.475,fast,CurrentQuery,60,status_2
q1804,0,0.0,20,39,0.5,medium,CurrentQuery,60,mdl_10
q1804,28,0.47457627118644063,51,19,2.55,fast,PastQueryTrap,32,sts15
q1805,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1805,60,1.0,8,39,0.2,slow,ChangeDetection,0,spec_3
q1805,55,0.9322033898305084,50,69,0.7142857142857143,fast,OverlapTrap,5,inc_20
q1805,6,0.10169491525423724,10,9,1.0,medium,CurrentQuery,54,api3
q1806,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1806,60,1.0,16,39,0.4,slow,ChangeDetection,0,hardware_19
q1806,52,0.8813559322033898,45,69,0.6428571428571429,fast,DecayTrap,8,doc_19
q1806,20,0.3389830508474576,42,19,2.1,fast,OverlapQuery,40,sts11
q1807,60,1.0,38,69,0.5428571428571428,fast,CausalQuery,0,status_22
q1807,5,0.0847457627118644,40,79,0.5,fast,PastQueryTrap,55,docs_0
q1807,21,0.35593220338983056,51,69,0.7285714285714285,fast,PastQueryTrap,39,sts_7
q1807,13,0.22033898305084743,7,9,0.7,slow,OverlapQuery,47,hw8
q1808,60,1.0,31,69,0.44285714285714284,fast,CausalQuery,0,docs_14
q1808,14,0.23728813559322037,20,49,0.4,medium,PastQueryTrap,46,api_2
q1808,44,0.7457627118644068,52,69,0.7428571428571429,fast,DecayTrap,16,inc_6
q1808,0,0.0,22,9,2.2,medium,CurrentQuery,60,api2
q1809,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1809,36,0.6101694915254237,34,79,0.425,fast,PastQueryTrap,24,status_4
q1809,0,0.0,47,69,0.6714285714285714,fast,PastQueryTrap,60,inc_24
q1809,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts16
q181,57,0.9661016949152542,35,69,0.5,fast,AsOfQA,3,incident_23
q181,57,0.9661016949152542,40,79,0.5,fast,PastQueryTrap,3,incident_16
q181,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q1810,60,1.0,34,69,0.4857142857142857,fast,CausalQuery,0,status_16
q1810,49,0.8305084745762712,45,79,0.5625,fast,PastQueryTrap,11,docs_2
q1810,1,0.016949152542372836,17,39,0.425,medium,CurrentQuery,59,prc_5
q1810,1,0.016949152542372836,7,9,0.7,slow,CurrentQuery,59,hw8
q1811,60,1.0,26,79,0.325,medium,CausalQuery,0,api_14
q1811,3,0.05084745762711862,17,49,0.34,medium,CurrentQuery,57,api_1
q1811,25,0.423728813559322,5,9,0.5,slow,OverlapQuery,35,hw2
q1812,60,1.0,34,69,0.4857142857142857,fast,CausalQuery,0,incident_20
q1812,32,0.5423728813559322,8,39,0.2,slow,PastQueryTrap,28,spec_3
q1812,53,0.8983050847457628,11,39,0.275,medium,OverlapTrap,7,prc_7
q1812,41,0.6949152542372881,5,9,0.5,slow,OverlapQuery,19,hw2
q1813,60,1.0,15,59,0.25,slow,CausalQuery,0,spec_5
q1813,27,0.4576271186440678,10,39,0.25,slow,PastQueryTrap,33,hardware_16
q1813,54,0.9152542372881356,50,69,0.7142857142857143,fast,DecayTrap,6,sts_10
q1813,46,0.7796610169491526,20,9,2.0,medium,OverlapQuery,14,api7
q1814,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1814,0,0.0,43,79,0.5375,fast,CurrentQuery,60,incident_0
q1814,55,0.9322033898305084,46,69,0.6571428571428571,fast,OverlapTrap,5,doc_5
q1814,14,0.23728813559322037,44,19,2.2,fast,OverlapQuery,46,sts4
q1815,60,1.0,38,69,0.5428571428571428,fast,CausalQuery,0,docs_15
q1815,31,0.5254237288135593,39,79,0.4875,fast,PastQueryTrap,29,status_29
q1815,57,0.9661016949152542,50,69,0.7142857142857143,fast,OverlapTrap,3,inc_1
q1815,1,0.016949152542372836,7,9,0.7,slow,CurrentQuery,59,hw8
q1816,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1816,14,0.23728813559322037,16,39,0.4,slow,PastQueryTrap,46,spec_6
q1816,10,0.1694915254237288,5,29,0.16666666666666666,slow,PastQueryTrap,50,spec_11
q1816,25,0.423728813559322,42,19,2.1,fast,OverlapQuery,35,sts11
q1817,60,1.0,19,79,0.2375,medium,CausalQuery,0,model_17
q1817,1,0.016949152542372836,15,49,0.3,medium,CurrentQuery,59,api_14
q1817,48,0.8135593220338984,13,29,0.43333333333333335,slow,DecayTrap,12,hw_13
q1817,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q1818,60,1.0,15,59,0.25,slow,CausalQuery,0,hardware_4
q1818,44,0.7457627118644068,15,39,0.375,slow,PastQueryTrap,16,hardware_0
q1818,2,0.03389830508474578,17,39,0.425,medium,PastQueryTrap,58,api_11
q1818,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts0
q1819,60,1.0,37,69,0.5285714285714286,fast,CausalQuery,0,incident_13
q1819,41,0.6949152542372881,11,39,0.275,slow,PastQueryTrap,19,hardware_6
q1819,1,0.016949152542372836,10,29,0.3333333333333333,slow,CurrentQuery,59,hw_14
q1819,22,0.3728813559322034,47,19,2.35,fast,OverlapQuery,38,sts16
q182,33,0.5593220338983051,24,79,0.3,medium,AsOfQA,27,model_15
q182,16,0.27118644067796616,24,49,0.48,medium,PastQueryTrap,44,model_8
q182,2,0.03389830508474578,20,39,0.5,medium,CurrentQuery,58,mdl_3
q182,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts6
q1820,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1820,60,1.0,47,79,0.5875,fast,ChangeDetection,0,status_0
q1820,56,0.9491525423728814,49,69,0.7,fast,OverlapTrap,4,inc_2
q1820,55,0.9322033898305084,15,9,1.5,medium,OverlapQuery,5,api1
q1821,60,1.0,34,69,0.4857142857142857,fast,CausalQuery,0,incident_20
q1821,60,1.0,6,39,0.15,slow,ChangeDetection,0,spec_15
q1821,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,doc_19
q1821,54,0.9152542372881356,6,9,0.6,slow,PastQueryTrap,6,hw4
q1822,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1822,37,0.6271186440677966,12,39,0.3,slow,PastQueryTrap,23,hardware_1
q1822,55,0.9322033898305084,23,39,0.575,medium,OverlapTrap,5,api_10
q1822,1,0.016949152542372836,7,9,0.7,slow,CurrentQuery,59,hw8
q1823,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1823,7,0.11864406779661019,24,49,0.48,medium,PastQueryTrap,53,model_17
q1823,14,0.23728813559322037,47,69,0.6714285714285714,fast,PastQueryTrap,46,sts_2
q1823,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1824,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_23
q1824,11,0.18644067796610164,7,39,0.175,slow,PastQueryTrap,49,spec_12
q1824,28,0.47457627118644063,18,39,0.45,medium,PastQueryTrap,32,mdl_13
q1824,15,0.2542372881355932,7,9,0.7,slow,OverlapQuery,45,hw8
q1825,60,1.0,36,69,0.5142857142857142,fast,CausalQuery,0,docs_9
q1825,60,1.0,48,79,0.6,fast,ChangeDetection,0,incident_1
q1825,30,0.5084745762711864,20,39,0.5,medium,PastQueryTrap,30,mdl_8
q1825,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts11
q1826,60,1.0,19,79,0.2375,medium,CausalQuery,0,model_17
q1826,33,0.5593220338983051,39,79,0.4875,fast,PastQueryTrap,27,incident_17
q1826,39,0.6610169491525424,16,39,0.4,medium,PastQueryTrap,21,api_13
q1826,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts0
q1827,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1827,16,0.27118644067796616,46,79,0.575,fast,PastQueryTrap,44,docs_7
q1827,54,0.9152542372881356,50,69,0.7142857142857143,fast,DecayTrap,6,sts_10
q1827,1,0.016949152542372836,10,9,1.0,medium,CurrentQuery,59,api8
q1828,60,1.0,36,69,0.5142857142857142,fast,CausalQuery,0,status_15
q1828,50,0.847457627118644,10,39,0.25,slow,PastQueryTrap,10,hardware_16
q1828,1,0.016949152542372836,9,29,0.3,slow,CurrentQuery,59,hw_7
q1828,25,0.423728813559322,10,9,1.0,medium,OverlapQuery,35,api8
q1829,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1829,60,1.0,21,39,0.525,slow,ChangeDetection,0,spec_0
q1829,58,0.9830508474576272,51,69,0.7285714285714285,fast,OverlapTrap,2,sts_13
q1829,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts14
q183,46,0.7796610169491526,29,79,0.3625,medium,AsOfQA,14,model_4
q183,0,0.0,38,79,0.475,fast,CurrentQuery,60,status_9
q183,58,0.9830508474576272,20,39,0.5,medium,OverlapTrap,2,api_0
q183,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts4
q1830,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1830,0,0.0,22,49,0.44,medium,CurrentQuery,60,model_9
q1830,50,0.847457627118644,46,69,0.6571428571428571,fast,DecayTrap,10,doc_5
q1830,8,0.13559322033898302,10,9,1.0,medium,CurrentQuery,52,api8
q1831,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1831,60,1.0,38,79,0.475,fast,ChangeDetection,0,docs_9
q1831,54,0.9152542372881356,16,29,0.5333333333333333,slow,PastQueryTrap,6,hw_11
q1831,21,0.35593220338983056,10,9,1.0,medium,OverlapQuery,39,api8
q1832,60,1.0,15,59,0.25,slow,CausalQuery,0,hardware_4
q1832,0,0.0,43,79,0.5375,fast,CurrentQuery,60,status_16
q1832,56,0.9491525423728814,51,69,0.7285714285714285,fast,OverlapTrap,4,doc_16
q1832,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts7
q1833,60,1.0,27,79,0.3375,medium,CausalQuery,0,model_12
q1833,60,1.0,20,49,0.4,medium,ChangeDetection,0,api_13
q1833,15,0.2542372881355932,46,69,0.6571428571428571,fast,PastQueryTrap,45,inc_3
q1833,10,0.1694915254237288,43,19,2.15,fast,OverlapQuery,50,sts17
q1834,60,1.0,34,69,0.4857142857142857,fast,CausalQuery,0,status_16
q1834,60,1.0,49,79,0.6125,fast,ChangeDetection,0,incident_7
q1834,0,0.0,46,69,0.6571428571428571,fast,CurrentQuery,60,inc_16
q1834,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts18
q1835,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1835,60,1.0,6,39,0.15,slow,ChangeDetection,0,spec_15
q1835,36,0.6101694915254237,20,39,0.5,medium,PastQueryTrap,24,mdl_3
q1835,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts11
q1836,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1836,0,0.0,47,79,0.5875,fast,CurrentQuery,60,incident_27
q1836,44,0.7457627118644068,11,9,1.1,slow,OverlapQuery,16,hw6
q1837,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1837,13,0.22033898305084743,48,79,0.6,fast,PastQueryTrap,47,status_26
q1837,0,0.0,20,9,2.0,medium,CurrentQuery,60,api7
q1838,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1838,0,0.0,47,79,0.5875,fast,CurrentQuery,60,status_11
q1838,58,0.9830508474576272,45,69,0.6428571428571429,fast,OverlapTrap,2,sts_16
q1838,0,0.0,20,9,2.0,medium,CurrentQuery,60,api7
q1839,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1839,60,1.0,13,39,0.325,slow,ChangeDetection,0,hardware_2
q1839,14,0.23728813559322037,7,29,0.23333333333333334,slow,CurrentQuery,46,spec_6
q1839,0,0.0,9,9,0.9,slow,CurrentQuery,60,hw7
q184,53,0.8983050847457628,28,79,0.35,medium,AsOfQA,7,pricing_4
q184,60,1.0,8,39,0.2,slow,ChangeDetection,0,spec_1
q184,46,0.7796610169491526,50,69,0.7142857142857143,fast,DecayTrap,14,sts_3
q184,30,0.5084745762711864,15,9,1.5,medium,OverlapQuery,30,api1
q1840,60,1.0,38,69,0.5428571428571428,fast,CausalQuery,0,docs_15
q1840,60,1.0,48,79,0.6,fast,ChangeDetection,0,docs_17
q1840,2,0.03389830508474578,11,29,0.36666666666666664,slow,CurrentQuery,58,spec_7
q1840,42,0.711864406779661,46,19,2.3,fast,OverlapQuery,18,sts0
q1841,60,1.0,34,69,0.4857142857142857,fast,CausalQuery,0,status_16
q1841,11,0.18644067796610164,44,79,0.55,fast,PastQueryTrap,49,incident_29
q1841,55,0.9322033898305084,50,69,0.7142857142857143,fast,OverlapTrap,5,sts_20
q1841,40,0.6779661016949152,46,19,2.3,fast,PastQueryTrap,20,sts6
q1842,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1842,0,0.0,14,39,0.35,slow,CurrentQuery,60,hardware_13
q1842,17,0.288135593220339,5,29,0.16666666666666666,slow,CurrentQuery,43,spec_4
q1842,38,0.6440677966101696,42,19,2.1,fast,PastQueryTrap,22,sts11
q1843,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1843,30,0.5084745762711864,26,49,0.52,medium,PastQueryTrap,30,api_17
q1843,46,0.7796610169491526,50,69,0.7142857142857143,fast,DecayTrap,14,doc_1
q1843,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts16
q1844,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1844,6,0.10169491525423724,16,39,0.4,slow,PastQueryTrap,54,hardware_19
q1844,55,0.9322033898305084,45,69,0.6428571428571429,fast,OverlapTrap,5,inc_14
q1844,37,0.6271186440677966,22,9,2.2,medium,OverlapQuery,23,api2
q1845,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1845,60,1.0,20,49,0.4,medium,ChangeDetection,0,model_16
q1845,50,0.847457627118644,15,39,0.375,medium,DecayTrap,10,api_5
q1845,34,0.576271186440678,46,19,2.3,fast,OverlapQuery,26,sts10
q1846,60,1.0,40,69,0.5714285714285714,fast,CausalQuery,0,docs_7
q1846,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_5
q1846,35,0.5932203389830508,49,69,0.7,fast,PastQueryTrap,25,inc_2
q1846,47,0.7966101694915254,6,9,0.6,slow,OverlapQuery,13,hw5
q1847,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1847,36,0.6101694915254237,16,39,0.4,slow,PastQueryTrap,24,spec_5
q1847,56,0.9491525423728814,13,39,0.325,medium,OverlapTrap,4,api_6
q1847,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw2
q1848,60,1.0,15,59,0.25,slow,CausalQuery,0,spec_5
q1848,0,0.0,40,79,0.5,fast,CurrentQuery,60,status_7
q1848,0,0.0,46,69,0.6571428571428571,fast,CurrentQuery,60,doc_9
q1848,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts18
q1849,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1849,60,1.0,47,79,0.5875,fast,ChangeDetection,0,incident_26
q1849,53,0.8983050847457628,23,39,0.575,medium,PastQueryTrap,7,api_9
q1849,23,0.38983050847457623,48,19,2.4,fast,OverlapQuery,37,sts9
q185,18,0.30508474576271183,11,59,0.18333333333333332,slow,AsOfQA,42,spec_24
q185,9,0.15254237288135597,39,79,0.4875,fast,PastQueryTrap,51,docs_5
q185,50,0.847457627118644,5,29,0.16666666666666666,slow,OverlapTrap,10,hw_9
q185,19,0.3220338983050848,46,19,2.3,fast,OverlapQuery,41,sts6
q1850,60,1.0,26,79,0.325,medium,CausalQuery,0,api_14
q1850,3,0.05084745762711862,15,39,0.375,slow,PastQueryTrap,57,hardware_12
q1850,46,0.7796610169491526,26,39,0.65,medium,DecayTrap,14,prc_1
q1850,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q1851,60,1.0,36,69,0.5142857142857142,fast,CausalQuery,0,docs_9
q1851,0,0.0,46,79,0.575,fast,CurrentQuery,60,incident_12
q1851,22,0.3728813559322034,23,39,0.575,medium,PastQueryTrap,38,api_10
q1851,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts12
q1852,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1852,12,0.2033898305084746,15,49,0.3,medium,PastQueryTrap,48,model_19
q1852,52,0.8813559322033898,50,69,0.7142857142857143,fast,DecayTrap,8,inc_20
q1852,4,0.06779661016949157,12,9,1.2,medium,CurrentQuery,56,api5
q1853,60,1.0,37,69,0.5285714285714286,fast,CausalQuery,0,incident_13
q1853,0,0.0,44,79,0.55,fast,CurrentQuery,60,incident_29
q1853,52,0.8813559322033898,10,29,0.3333333333333333,slow,DecayTrap,8,hw_5
q1853,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q1854,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1854,38,0.6440677966101696,45,79,0.5625,fast,PastQueryTrap,22,incident_8
q1854,26,0.44067796610169496,13,29,0.43333333333333335,slow,PastQueryTrap,34,spec_5
q1854,1,0.016949152542372836,7,9,0.7,slow,CurrentQuery,59,hw8
q1855,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1855,60,1.0,19,49,0.38,medium,ChangeDetection,0,pricing_3
q1855,58,0.9830508474576272,19,39,0.475,medium,OverlapTrap,2,api_8
q1855,21,0.35593220338983056,44,19,2.2,fast,OverlapQuery,39,sts1
q1856,60,1.0,15,59,0.25,slow,CausalQuery,0,spec_5
q1856,60,1.0,48,79,0.6,fast,ChangeDetection,0,status_26
q1856,54,0.9152542372881356,5,29,0.16666666666666666,slow,DecayTrap,6,spec_11
q1856,33,0.5593220338983051,9,9,0.9,slow,OverlapQuery,27,hw7
q1857,60,1.0,31,69,0.44285714285714284,fast,CausalQuery,0,docs_14
q1857,1,0.016949152542372836,20,49,0.4,medium,CurrentQuery,59,api_2
q1857,54,0.9152542372881356,14,39,0.35,medium,DecayTrap,6,prc_9
q1857,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q1858,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_23
q1858,47,0.7966101694915254,30,49,0.6,medium,PastQueryTrap,13,model_10
q1858,27,0.4576271186440678,51,69,0.7285714285714285,fast,PastQueryTrap,33,sts_14
q1858,13,0.22033898305084743,12,9,1.2,medium,OverlapQuery,47,api5
q1859,60,1.0,30,69,0.42857142857142855,fast,CausalQuery,0,docs_3
q1859,7,0.11864406779661019,19,49,0.38,medium,PastQueryTrap,53,model_3
q1859,57,0.9661016949152542,51,69,0.7285714285714285,fast,OverlapTrap,3,sts_13
q1859,48,0.8135593220338984,43,19,2.15,fast,OverlapQuery,12,sts14
q186,21,0.35593220338983056,38,69,0.5428571428571428,fast,AsOfQA,39,docs_15
q186,25,0.423728813559322,19,49,0.38,medium,PastQueryTrap,35,api_9
q186,53,0.8983050847457628,16,39,0.4,medium,OverlapTrap,7,prc_2
q186,51,0.864406779661017,15,9,1.5,medium,OverlapQuery,9,api1
q1860,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1860,52,0.8813559322033898,18,39,0.45,slow,PastQueryTrap,8,hardware_15
q1860,53,0.8983050847457628,46,69,0.6571428571428571,fast,DecayTrap,7,inc_19
q1860,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts14
q1861,60,1.0,15,59,0.25,slow,CausalQuery,0,hardware_4
q1861,60,1.0,20,49,0.4,medium,ChangeDetection,0,model_7
q1861,56,0.9491525423728814,46,69,0.6571428571428571,fast,OverlapTrap,4,doc_5
q1861,0,0.0,22,9,2.2,medium,CurrentQuery,60,api2
q1862,60,1.0,42,69,0.6,fast,CausalQuery,0,docs_13
q1862,27,0.4576271186440678,43,79,0.5375,fast,PastQueryTrap,33,incident_10
q1862,12,0.2033898305084746,8,9,0.8,medium,PastQueryTrap,48,api6
q1863,60,1.0,37,69,0.5285714285714286,fast,CausalQuery,0,incident_13
q1863,1,0.016949152542372836,45,79,0.5625,fast,CurrentQuery,59,incident_8
q1863,45,0.7627118644067796,15,39,0.375,medium,DecayTrap,15,api_5
q1863,55,0.9322033898305084,7,9,0.7,slow,OverlapQuery,5,hw8
q1864,60,1.0,38,69,0.5428571428571428,fast,CausalQuery,0,status_22
q1864,43,0.728813559322034,22,49,0.44,medium,PastQueryTrap,17,model_9
q1864,45,0.7627118644067796,51,69,0.7285714285714285,fast,DecayTrap,15,sts_4
q1864,22,0.3728813559322034,14,9,1.4,medium,OverlapQuery,38,api9
q1865,60,1.0,26,79,0.325,medium,CausalQuery,0,api_14
q1865,59,1.0,41,79,0.5125,fast,PastQueryTrap,1,status_8
q1865,58,0.9830508474576272,46,69,0.6571428571428571,fast,OverlapTrap,2,inc_19
q1865,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1866,60,1.0,27,79,0.3375,medium,CausalQuery,0,model_12
q1866,0,0.0,43,79,0.5375,fast,CurrentQuery,60,status_23
q1866,55,0.9322033898305084,51,69,0.7285714285714285,fast,OverlapTrap,5,sts_14
q1866,25,0.423728813559322,44,19,2.2,fast,OverlapQuery,35,sts5
q1867,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_23
q1867,60,1.0,40,79,0.5,fast,ChangeDetection,0,docs_0
q1867,47,0.7966101694915254,24,39,0.6,medium,DecayTrap,13,mdl_5
q1867,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts6
q1868,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_23
q1868,45,0.7627118644067796,23,49,0.46,medium,PastQueryTrap,15,model_18
q1868,0,0.0,10,29,0.3333333333333333,slow,CurrentQuery,60,hw_1
q1868,26,0.44067796610169496,42,19,2.1,fast,PastQueryTrap,34,sts12
q1869,60,1.0,36,69,0.5142857142857142,fast,CausalQuery,0,docs_9
q1869,41,0.6949152542372881,14,39,0.35,slow,PastQueryTrap,19,hardware_17
q1869,1,0.016949152542372836,23,39,0.575,medium,CurrentQuery,59,api_10
q1869,1,0.016949152542372836,51,19,2.55,fast,CurrentQuery,59,sts15
q187,46,0.7796610169491526,27,79,0.3375,medium,AsOfQA,14,api_8
q187,21,0.35593220338983056,21,49,0.42,medium,PastQueryTrap,39,pricing_0
q187,19,0.3220338983050848,41,69,0.5857142857142857,fast,PastQueryTrap,41,inc_23
q187,9,0.15254237288135597,15,9,1.5,medium,OverlapQuery,51,api1
q1870,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1870,60,1.0,20,49,0.4,medium,ChangeDetection,0,pricing_5
q1870,46,0.7796610169491526,50,69,0.7142857142857143,fast,DecayTrap,14,sts_20
q1870,5,0.0847457627118644,13,9,1.3,medium,OverlapQuery,55,api0
q1871,60,1.0,12,59,0.2,slow,CausalQuery,0,spec_10
q1871,0,0.0,47,79,0.5875,fast,CurrentQuery,60,incident_27
q1871,53,0.8983050847457628,8,29,0.26666666666666666,slow,OverlapTrap,7,spec_8
q1871,56,0.9491525423728814,43,19,2.15,fast,OverlapQuery,4,sts2
q1872,60,1.0,38,69,0.5428571428571428,fast,CausalQuery,0,docs_15
q1872,60,1.0,44,79,0.55,fast,ChangeDetection,0,docs_13
q1872,52,0.8813559322033898,43,69,0.6142857142857143,fast,DecayTrap,8,sts_6
q1872,12,0.2033898305084746,43,19,2.15,fast,OverlapQuery,48,sts14
q1873,60,1.0,37,69,0.5285714285714286,fast,CausalQuery,0,incident_13
q1873,0,0.0,46,79,0.575,fast,CurrentQuery,60,incident_12
q1873,33,0.5593220338983051,7,29,0.23333333333333334,slow,OverlapTrap,27,spec_3
q1873,32,0.5423728813559322,46,19,2.3,fast,PastQueryTrap,28,sts10
q1874,60,1.0,35,69,0.5,fast,CausalQuery,0,incident_16
q1874,0,0.0,25,49,0.5,medium,CurrentQuery,60,model_4
q1874,2,0.03389830508474578,21,39,0.525,medium,CurrentQuery,58,mdl_14
q1874,34,0.576271186440678,12,9,1.2,medium,OverlapQuery,26,api5
q1875,60,1.0,23,79,0.2875,medium,CausalQuery,0,model_21
q1875,52,0.8813559322033898,48,79,0.6,fast,PastQueryTrap,8,status_21
q1875,52,0.8813559322033898,19,39,0.475,medium,PastQueryTrap,8,api_1
q1875,43,0.728813559322034,20,9,2.0,medium,OverlapQuery,17,api7
q1876,60,1.0,40,69,0.5714285714285714,fast,CausalQuery,0,docs_7
q1876,11,0.18644067796610164,43,79,0.5375,fast,PastQueryTrap,49,incident_10
q1876,51,0.864406779661017,11,29,0.36666666666666664,slow,DecayTrap,9,spec_12
q1876,4,0.06779661016949157,10,9,1.0,medium,CurrentQuery,56,api8
q1877,60,1.0,36,69,0.5142857142857142,fast,CausalQuery,0,docs_9
q1877,0,0.0,49,79,0.6125,fast,CurrentQuery,60,incident_7
q1877,58,0.9830508474576272,47,69,0.6714285714285714,fast,OverlapTrap,2,sts_2
q1877,31,0.5254237288135593,9,9,0.9,slow,PastQueryTrap,29,hw7
q1878,60,1.0,19,79,0.2375,medium,CausalQuery,0,model_17
q1878,3,0.05084745762711862,40,79,0.5,fast,PastQueryTrap,57,docs_1
